L1 (%),L1 bins (% | % | % | %),L2 (%),L2 bins (% | % | % | %),L3 (%),L3 bins (% | % | % | %),DRAM (%),DRAM bins (% | % | % | %),Location,Line Number,Line,Function,Assembly
100.00,79.65 | 20.35 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldrb w0  [x23  x0]
100.00,80.58 | 19.39 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,561,"                  : compare_(next->Key(), key_decoded);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x3  [x3  #0x10]
100.00,99.77 | 0.23 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x19  x20  [sp  #0x10]
100.00,53.05 | 46.94 | 0.00 | 0.02,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x2  [x1]
100.00,99.48 | 0.52 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.h,1111,"  int r = user_comparator_.Compare(ExtractUserKey(akey), ExtractUserKey(bkey));",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x21  x19  [sp  #0x58]
100.00,82.99 | 16.95 | 0.05 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x23  x0]
100.00,60.51 | 39.41 | 0.08 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,99.68 | 0.32 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,str x0  [sp  #0x68]
100.00,99.75 | 0.24 | 0.01 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x21  x22  [sp  #0x20]
100.00,99.82 | 0.11 | 0.04 | 0.03,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,160,"    return -a.compare(b);",_ZThn32_NK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl7CompareERKNS_5SliceES4_,stp x29  x30  [sp  #-0x20]!
100.00,99.50 | 0.48 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/monitoring/perf_context.cc,172,"thread_local PerfContext perf_context;",__tls_init,stp x29  x30  [sp  #-0x20]!
99.98,75.95 | 24.00 | 0.05 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.02,0.00 | 0.00 | 0.00 | 100.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x0  [x4]
100.00,24.11 | 75.75 | 0.14 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x21  x22  [sp  #0x20]
100.00,44.81 | 21.62 | 7.25 | 26.33,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,820,"	return __atomic_load_n(&_M_p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldar x19  [x1]
100.00,99.76 | 0.23 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x29  x30  [sp  #-0x70]!
100.00,42.18 | 57.33 | 0.49 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x29  x30  [sp]  #0x70
100.00,33.04 | 66.64 | 0.31 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x23  x24  [sp  #0x30]
100.00,33.17 | 66.75 | 0.09 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x19  x20  [sp  #0x10]
100.00,26.50 | 73.33 | 0.18 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,160,"    return -a.compare(b);",_ZThn32_NK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl7CompareERKNS_5SliceES4_,ldp x29  x30  [sp]  #0x20
100.00,73.41 | 26.39 | 0.10 | 0.10,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,561,"                  : compare_(next->Key(), key_decoded);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x3  [x0]
100.00,52.52 | 47.40 | 0.09 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/monitoring/perf_context.cc,172,"thread_local PerfContext perf_context;",__tls_init,ldp x29  x30  [sp]  #0x20
100.00,75.65 | 24.30 | 0.03 | 0.02,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,33,"    return user_comparator_->Compare(a, b);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x3  [x3  #0x20]
100.00,47.85 | 52.13 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.h,328,"  return Slice(internal_key.data(), internal_key.size() - kNumInternalBytes);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x2  x1  [x20]
100.00,87.03 | 12.95 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/monitoring/perf_context.cc,319,"}  // namespace ROCKSDB_NAMESPACE",__tls_init,ldr x2  [x0  #0xa38]
100.00,50.37 | 49.63 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,160,"    return -a.compare(b);",_ZThn32_NK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl7CompareERKNS_5SliceES4_,ldp x1  x19  [x2]
100.00,82.22 | 17.77 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x0  #0xae8]
100.00,99.91 | 0.07 | 0.00 | 0.02,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,str x1  [x23  x0]
100.00,57.55 | 42.43 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x3  [sp  #0x68]
100.00,84.42 | 15.57 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,???,0,???,???,???
100.00,78.81 | 21.14 | 0.05 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,???,0,???,???,???
100.00,56.77 | 43.23 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,338,"}",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x1  #0xba8]
100.00,62.10 | 37.76 | 0.14 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x4  [x4  #0xba8]
99.98,83.61 | 16.25 | 0.14 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.02,0.00 | 0.00 | 0.00 | 100.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x0  #0xa88]
100.00,69.75 | 30.06 | 0.19 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,32,"    PERF_COUNTER_ADD(user_key_comparison_count, 1);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x0  [x0  #0x4e0]
99.98,89.78 | 10.22 | 0.00 | 0.00,0.02,0.00 | 0.00 | 100.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,33,"    return user_comparator_->Compare(a, b);",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x3  [x22  #0x10]
100.00,63.04 | 36.62 | 0.33 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,561,"                  : compare_(next->Key(), key_decoded);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x0  [x27  #0x10]
100.00,99.54 | 0.46 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.h,1111,"  int r = user_comparator_.Compare(ExtractUserKey(akey), ExtractUserKey(bkey));",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x2  x1  [sp  #0x48]
100.00,99.84 | 0.07 | 0.09 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,160,"    return -a.compare(b);",_ZThn32_NK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl7CompareERKNS_5SliceES4_,stp x19  x20  [sp  #0x10]
100.00,99.58 | 0.38 | 0.03 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/coding.h,331,"  uint32_t len = 0;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,str wzr  [sp  #0x58]
100.00,99.78 | 0.21 | 0.00 | 0.02,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x23  x24  [sp  #0x30]
100.00,99.70 | 0.28 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x19  x20  [sp  #0x10]
100.00,99.53 | 0.46 | 0.00 | 0.02,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,str x0  [sp  #0x68]
100.00,99.43 | 0.57 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.h,1111,"  int r = user_comparator_.Compare(ExtractUserKey(akey), ExtractUserKey(bkey));",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x21  x19  [sp  #0x58]
100.00,99.63 | 0.35 | 0.02 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x21  x22  [sp  #0x20]
100.00,99.37 | 0.63 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/monitoring/perf_context.cc,172,"thread_local PerfContext perf_context;",__tls_init,stp x29  x30  [sp  #-0x20]!
100.00,4.17 | 13.94 | 58.01 | 23.88,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,99.86 | 0.09 | 0.02 | 0.03,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,160,"    return -a.compare(b);",_ZThn32_NK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl7CompareERKNS_5SliceES4_,stp x29  x30  [sp  #-0x20]!
100.00,2.77 | 10.77 | 61.66 | 24.80,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,99.76 | 0.21 | 0.03 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/memtable.cc,334,"    const char* prefix_len_key, const KeyComparator::DecodedType& key) const {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,stp x29  x30  [sp  #-0x70]!
99.86,97.60 | 2.36 | 0.00 | 0.04,0.14,0.00 | 75.00 | 25.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,820,"	return __atomic_load_n(&_M_p, int(__m));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldar x19  [x2]
100.00,79.51 | 20.49 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x5  [x5  #0x10]
71.11,4.86 | 92.01 | 1.39 | 1.74,0.25,0.00 | 0.00 | 100.00 | 0.00,28.64,0.00 | 0.00 | 1.72 | 98.28,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/random.tcc,455,"      if (_M_p >= state_size)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,ldr x2  [x0  #0x9c0]
100.00,67.57 | 32.43 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x5  [x0]
100.00,5.96 | 8.28 | 50.66 | 35.10,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,3.68 | 14.71 | 45.22 | 36.40,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
83.23,58.56 | 41.44 | 0.00 | 0.00,15.51,0.00 | 85.71 | 12.24 | 2.04,1.27,0.00 | 0.00 | 25.00 | 75.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/random.tcc,459,"      result_type __z = _M_x[_M_p++];",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,ldr x3  [x19  x2  lsl #3]
100.00,0.00 | 0.00 | 100.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/random.h,51,"    uint64_t product = seed_ * A;",_ZN7rocksdb6Random12RandomStringB5cxx11Ei,ldr w0  [x19]
99.72,96.96 | 3.04 | 0.00 | 0.00,0.28,0.00 | 25.00 | 75.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,820,"	return __atomic_load_n(&_M_p, int(__m));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldar x19  [x2]
100.00,61.94 | 37.80 | 0.26 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [x28  #0x10]
100.00,31.08 | 30.77 | 17.23 | 20.92,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/basic_string.h,168,"	: allocator_type(std::move(__a)), _M_p(__dat) { }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,stp xzr  x22  [sp  #0x60]
100.00,29.91 | 36.47 | 27.64 | 5.98,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,534,"InlineSkipList<Comparator>::FindGreaterOrEqual(",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,stp x29  x30  [sp  #-0x80]!
100.00,29.33 | 31.33 | 23.00 | 16.33,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/char_traits.h,357,"      { __c1 = __c2; }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,strb wzr  [sp  #0x78]
100.00,32.43 | 35.44 | 20.12 | 12.01,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/basic_string.h,191,"      { _M_string_length = __length; }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,str xzr  [sp  #0x70]
100.00,59.32 | 9.60 | 8.47 | 22.60,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,384,"  list_ = list;",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,stp x4  x0  [sp  #0x50]
100.00,82.62 | 17.38 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x5  [x5  #0x10]
100.00,34.44 | 29.47 | 35.43 | 0.66,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,534,"InlineSkipList<Comparator>::FindGreaterOrEqual(",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,stp x21  x22  [sp  #0x20]
